,name,fulladdr,municipality,agency,agencytype,phone,agencyurl,operhours,Instructions,status,drive_through,appt_only,referral_required,services_offered_onsite,call_first,virtual_screening,health_dept_url,State,county,type_of_test,facility_type
6358,PM Pediatrics Urgent Care,"1125 Hatches Pond Lane, Suite 101, Morrisville, NC 27560",Morrisville,PM Pediatrics,,919-467-7425,https://pmpediatrics.com/location/morrisville/,9AM – 8PM,"Get screened using our PM Pediatrics Anywhere telemedicine mobile app. Children and young adults age 0-26 also have the option to get screened in person by visiting a WakeMed Children’s PM Pediatrics Urgent Care location. You MUST be pre-approved for COVID-19 testing. Standard copays apply for an office visit, $0 copay for a PM Pediatrics Anywhere visit.",Open,Yes,Yes,Yes,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Wake,molecular and antibody,Urgent Care
6359,"Goshen Medical Center, INC (Goldsboro)",2701 Medical Office Place,Goldsboro,Goshen Medical Center,Non Profit,919-739-8680,http://www.goshenmedical.org/goldsboro.html,Monday to Friday 8 am to 5 pm,Call the office for an appointment,Open,,Yes,,screening and testing,Yes,,https://covid19.ncdhhs.gov/,NC,Wayne,molecular,Medical Center
6360,"Goshen Medical Center, INC (Rosewood)",104 Adair Dr.,Goldsboro,,Non Profit,919-648-4435,http://www.goshenmedical.org/rosewood-medical.html,Monday to Thursday 8 am to 6 pm Friday 8 am to 1 pm,Call the office for an appointment,Open,,Yes,,screening and testing,Yes,,https://covid19.ncdhhs.gov/,NC,Wayne,molecular,Clinic
6361,UNC Respiratory Diagnostic Center,208 Cox Blvd. Suite 102,Goldsboro,,Private,919-731-6018,https://www.uncpn.com/pn/practices-locations/wayne-county/unc-primary-care-at-goldsboro,Monday to Thursday 8 am to 5 pm Friday 8 am to 5 pm,Call the office for a screening and appointment,Open,,Yes,,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Wayne,molecular,Clinic
6362,Wayne County Health Department,301 N Herman St,Goldsboro,,Municipal,888-892-1162,https://www.waynegov.com/946/Coronavirus-COVID-19,,Call the hotline for an appointment or referral,Open,,Yes,,screening and testing,Yes,,https://covid19.ncdhhs.gov/,NC,Wayne,molecular,Public Health Department
6363,COVID-19 Drive-Thru Testing - Walmart Parking Lot,1801 US Highway 421,Wilkesboro,Walmart & eTrueNorth,Private,800-635-8611,http://www.doineedacovid19test.com/,"Mon, Wed, Fri 7 a.m. - 9 a.m.","All sites use a self-administered nasal swab test that allows those being tested to swab their own nose onsite while in their vehicles, observed by a trained Walmart pharmacist to ensure the sample is taken correctly, and drop the sealed sample into a container on their way out of the drive-thru site.",Closed,Yes,Yes,No,screening and testing,No,Required,https://covid19.ncdhhs.gov/,NC,Wilkes,molecular,Outdoor
6364,Wilson Community Health Center,303 Green Street East,Wilson,Carolina Family Health Centers Inc,Non Profit,252-641-0514,https://www.cfhcnc.org/locations/wilson-community/,Monday to Friday 8 am to 5 pm,"If you are experiencing a fever, cough or flu-like symptoms, call one of our centers and press option 0 to speak with a medical provider.",Open,No,Yes,,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Wilson,,Clinic
6365,Yadkin County Medical Clinic,"320 W. Maple Street, Suite B",Yadkinville,Yadkin County,County,(336) 849-7910,https://www.yadkincountync.gov/584/Corona-Virus-COVID-19,8am - 5pm,"Residents with general questions about COVID-19 can call NC 2-1-1 by dialing 2-1-1 or 888-892-1162.
Residents can also reach the Human Services Agency through the following email:
virusinfo@yadkincountync.gov",Open,,Yes,,screening and testing,Yes,,https://covid19.ncdhhs.gov/,NC,Yadkin,molecular,Clinic
6366,Celo Health Center,"116 Seven Mile Ridge Rd, Burnsville, NC",Burnsville,Mountain Community Health Partnership,Non Profit,828-675-4116,https://www.mchp.care/cov,Monday - Friday 8 am – 5 pm,,Open,,Yes,,screening and testing,,Available,https://covid19.ncdhhs.gov/,NC,Yancey,molecular,Clinic
6367,Toe River Health District- Yancey County Health Dept,202 Medical Campus Dr,Burnsville,Toe River Health District,Non Profit,(828) 682-6118,http://www.toeriverhealth.org/,,,Open,,Yes,,screening and testing,,,https://covid19.ncdhhs.gov/,NC,Yancey,molecular,Clinic
6369,Snowbird Health Clinic,"96 Snowbird School Rd., Robbinsville, NC 28771",Robbinsville,Cherokee Indian Hospital Authority,Tribal,828.479.2501,https://cherokeehospital.org/covid-19-fact-sheet/,"Monday, Wednesday, Thursday: 8 a.m.–4:30 p.m. Tuesday: 7:30 a.m.–5:30 p.m. Friday: 8 a.m.–3 p.m.","If you think you have been exposed to COVID-19 and develop a fever or symptoms such as cough or difficulty breathing, call the EBCI COVID-19 Informational Line 828.497.3743 to speak directly with a healthcare professional for advice on whether or not you need to be tested.",Open,No,Yes,No,screening and testing,Yes,No,https://covid19.ncdhhs.gov/about-covid-19/testing,NC,Graham,molecular,Clinic
6370,The Cherokee County Clinic,"328 Airport Rd., Marble, NC 28905",Marble,The Cherokee Indian Hospital Authority,Tribal,828.837.4312,https://cherokeehospital.org/covid-19-fact-sheet/,"Monday, Tuesday, Thursday: 8 a.m.–4:30 p.m. Wednesday: 7:30 a.m.–5:30 p.m. Friday: 8:30 a.m.–3 p.m.","If you think you have been exposed to COVID-19 and develop a fever or symptoms such as cough or difficulty breathing, call the EBCI COVID-19 Informational Line 828.497.3743 to speak directly with a healthcare professional for advice on whether or not you need to be tested.",Open,No,Yes,No,screening and testing,Yes,No,https://covid19.ncdhhs.gov/about-covid-19/testing,NC,Cherokee,molecular,Clinic
6379,Northern Regional Hospital,"830 Rockford Street, Mount Airy, NC 27030",Surry County,Northern Regional Hospital,Non Profit,(336) 401-8400,https://www.co.surry.nc.us/COVID-19%20--Mass%20Testing%205-18%20Final.pdf,"Monday, May 18 11am - 6pm","Northern Regional Hospital in Mount Airy, will host their drive-thru testing in the NRH parking lot located at the corner
of S. South and Haymore Streets. Patients should follow directional signage and enter from Haymore Street. For more
details visit choosenorthern.org/coronavirus.",Closed,Yes,Yes,No,testing only,No,No,https://www.co.surry.nc.us/coronavirus.php,NC,Surry,molecular,Hospital
6382,Hugh Chatham Memorial Hospital,"180 Parkwood Drive, Elkin, NC, 28621",Surry County,Hugh Chatham Memorial Hospital,Non Profit,(336) 401- 8400,https://www.co.surry.nc.us/COVID-19%20--Mass%20Testing%205-18%20Final.pdf,"Monday, May18 11am - 6pm","Patients visiting either of these locations
should follow directional signage for entrance.",Closed,Yes,Yes,No,testing only,No,No,https://www.co.surry.nc.us/coronavirus.php,NC,Surry,not specified,Hospital
6384,Hugh Chatham Express Care,"911 E Atkins St, Dobson, NC 27017",Surry County,Hugh Chatham Express Care,Non Profit,(336) 401- 8400,https://www.co.surry.nc.us/COVID-19%20--Mass%20Testing%205-18%20Final.pdf,"Monday, May 18 11am - 6pm","The Dobson testing site will be in the parking
lot where the Hugh Chatham Express Care is located, on 911 East Atkins Street.",Closed,Yes,Yes,No,testing only,No,No,https://www.co.surry.nc.us/coronavirus.php,NC,Surry,not specified,Urgent Care
6617,AFC Urgent Care Pineville,"10102 Johnston Rd, Charlotte, NC",,American Family Care,Private,704-247-6578,https://afcurgentcarepinevillenc.com/,"Monday to Friday 8 am to 8 pm, Weekends 8 am to 5 pm",Call ahead or go online to book an appointment,Open,Yes,Yes,No,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Mecklenburg,molecular and antibody,Urgent Care
6619,AFC Urgent Care High Point,"1231 Eastchester Dr. Suite 120 High Point, NC 27265",,American Family Care,Private,336-664-8676,https://www.afcurgentcare.com/high-point/,Daily 8 am to 5 pm,"Telemedicine, Drive Thru Covid Testing and Antibody Testing",Open,Yes,Yes,No,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Guilford,molecular and antibody,Urgent Care
7234,LabCorp at Walgreens - Morrisville,"3601 Davis Dr, C2, Morrisville, NC 27560",Morrisville,LabCorp/Walgreens,Private,919-468-5042,https://www.labcorp.com/labs-and-appointments/results?locID=30950,MON-FRI 9:00AM-4:30PM ,"Serology testing, also known as coronavirus antibody testing, can check for different types of antibodies developed after exposure to the SARS-CoV-2 virus that causes COVID-19. This type of COVID-19 test is for individuals who think they may have previously had COVID-19 and do not currently have symptoms. Note: antibody testing should not be used as the sole basis to diagnose or exclude infection.",Open,,Yes,No,testing only,,,https://covid19.ncdhhs.gov/,NC,Wake,antibody,Retail
7329,Charlotte Center,4447 South Blvd #100 Charlotte NC 28209,Charlotte,OneBlood,Non Profit,980-666-4501,https://www.oneblood.org/lp/oneblood-covid-19.stml,Mon - Thu 10:00 AM - 8:00 PM Fri - Sun 7:30 AM - 5:00 PM,"In order to get the COVID-19 antibody test, a complete blood donation must be given. This test is available to donors that complete a whole blood, platelet or double red blood cell or plasma donation. You do not need to be a current donor with OneBlood to receive the COVID-19 antibody test.",Open,No,Yes,No,testing only,,,https://covid19.ncdhhs.gov/,NC,Mecklenburg,antibody,Other
7332,Concord Center,363 Church St North Suite 170 Concord NC 28025,Concord,OneBlood,Non Profit,980-255-5410,https://www.oneblood.org/lp/oneblood-covid-19.stml,Tue - Thu 10:00 AM - 8:00 PM Fri - Sat 7:30 AM - 5:00 PM Closed Sun - Mon,"In order to get the COVID-19 antibody test, a complete blood donation must be given. This test is available to donors that complete a whole blood, platelet or double red blood cell or plasma donation. You do not need to be a current donor with OneBlood to receive the COVID-19 antibody test.",Open,No,Yes,No,testing only,,,https://covid19.ncdhhs.gov/,NC,Cabarrus,antibody,Other
7344,Gastonia Center,2524 East Franklin Blvd Suite E Gastonia NC 28056,Gastonia,OneBlood,Non Profit,704-271-5090,https://www.oneblood.org/lp/oneblood-covid-19.stml,Mon Tue Wed Thu 10:00 AM - 8:00 PM   Fri Sat Sun 7:30 AM - 5:00 PM,"In order to get the COVID-19 antibody test, a complete blood donation must be given. This test is available to donors that complete a whole blood, platelet or double red blood cell or plasma donation. You do not need to be a current donor with OneBlood to receive the COVID-19 antibody test.",Open,No,Yes,No,testing only,,,https://covid19.ncdhhs.gov/,NC,Gaston,antibody,Other
7345,Greensboro Center,616 Pasteur Dr. Greensboro NC 27403,Greensboro,OneBlood,Non Profit,336-510-2410,https://www.oneblood.org/lp/oneblood-covid-19.stml,Wed Thu 10:00 AM - 8:00 PM  Fri Sat 7:30 AM - 5:00 PM  Closed Mon Tue Sun,"In order to get the COVID-19 antibody test, a complete blood donation must be given. This test is available to donors that complete a whole blood, platelet or double red blood cell or plasma donation. You do not need to be a current donor with OneBlood to receive the COVID-19 antibody test.",Open,No,Yes,No,testing only,,,https://covid19.ncdhhs.gov/,NC,Guilford,antibody,Other
7346,Hickory Center,2217 Highway 70 SE Hickory NC 28602,Hickory,OneBlood,Non Profit,828-431-3341,https://www.oneblood.org/lp/oneblood-covid-19.stml,Mon - Thu 10:00 AM - 8:00 PM Fri - Sun 7:30 AM - 5:00 PM,"In order to get the COVID-19 antibody test, a complete blood donation must be given. This test is available to donors that complete a whole blood, platelet or double red blood cell or plasma donation. You do not need to be a current donor with OneBlood to receive the COVID-19 antibody test.",Open,No,Yes,No,testing only,,,https://covid19.ncdhhs.gov/,NC,Catawba,antibody,Other
7349,Isabella Santos Center,12239 N. Community House Rd #100 Charlotte NC 28277,Charlotte,OneBlood,Non Profit,980-666-4470,https://www.oneblood.org/lp/oneblood-covid-19.stml,Mon - Thu 10:00 AM - 8:00 PM  Fri - Sat 7:30 AM - 5:00 PM  Closed Sun,"In order to get the COVID-19 antibody test, a complete blood donation must be given. This test is available to donors that complete a whole blood, platelet or double red blood cell or plasma donation. You do not need to be a current donor with OneBlood to receive the COVID-19 antibody test.",Open,No,Yes,No,testing only,,,https://covid19.ncdhhs.gov/,NC,Mecklenburg,antibody,Other
7511,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"9628 Rea Road, Charlotte, NC 28277",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Mecklenburg,molecular,Retail
7526,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"2797 Highway 55, Cary, NC 27519",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Wake,molecular,Retail
7527,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"2340 Spring Forest Road, Raleigh, NC 27615",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Wake,molecular,Retail
7529,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"790 Timber Drive, Garner, NC 27529",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Wake,molecular,Retail
7535,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"6840 Glenwood Avenue, Raleigh, NC 27612",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Wake,molecular,Retail
7551,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"9915 Park Cedar Drive, Charlotte, NC 28210",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Mecklenburg,molecular,Retail
7557,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"442 Highway 27 South, Stanley, NC 28164",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Gaston,molecular,Retail
7558,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"3333 Robinhood Road, Winston-Salem, NC 27106",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Forsyth,molecular,Retail
7560,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"1605 Four Seasons Boulevard, Hendersonville, NC 28792",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Henderson,molecular,Retail
7563,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"4600 Oleander Drive, Wilmington, NC 28403",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,New Hanover,molecular,Retail
7572,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"5311 Roxboro Road, Durham, NC 27712",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Durham,molecular,Retail
7594,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"13304 Leesville Church Road, Raleigh, NC 27617",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Wake,molecular,Retail
7595,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"1142 North Broom Street, Waxhaw, NC 28173",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Union,molecular,Retail
7597,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"9805 Rocky River Road, Charlotte, NC 28215",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Cabarrus,molecular,Retail
7599,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"4601 US Hwy. 220 North, Summerfield, NC 27358",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Guilford,molecular,Retail
7601,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"178 Turnersburg Highway, Statesville, NC 28625",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Iredell,molecular,Retail
7632,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"7469 Rockfish Road, Fayetteville, NC 28306",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Cumberland,molecular,Retail
7636,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"2994 Kildaire Farm Road, Cary, NC 27518",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Wake,molecular,Retail
7637,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"3573 Hillsborough Road, Durham, NC 27705",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Durham,molecular,Retail
7638,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"245 Roosevelt Ave., East, Wake Forest, NC 27587",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Wake,molecular,Retail
7639,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"105 East College Avenue, Shelby, NC 28152",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Cleveland,molecular,Retail
7643,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"3310 Siskey Parkway, Matthews, NC 28105",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Mecklenburg,molecular,Retail
7645,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"11314 US 15-501, Chapel Hill, NC 27514",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Chatham,molecular,Retail
7647,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"3610 Mathews Mint Road, Mathews, NC 28105",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Mecklenburg,molecular,Retail
7697,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"5859 Tryon Road, Cary, NC 27518",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Wake,molecular,Retail
7749,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"2002 Shiloah Church Road, Davidson, NC 28036",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Cabarrus,molecular,Retail
7752,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"930 Martin Luther King Jr, Durham, NC 27713",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Durham,molecular,Retail
7756,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"606 Coliseum Drive, Winston Salem, NC 27106",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Forsyth,molecular,Retail
7791,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"115 West Arrowood Road, Charlotte, NC 28217",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Mecklenburg,molecular,Retail
7793,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"1220 Highway 321 NW, Hickory, NC 28601",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Catawba,molecular,Retail
7796,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"6911 Garrett Road, Durham, NC 27707",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Durham,molecular,Retail
7797,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"3500 Wake Forest Road, Raleigh, NC 27609",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Wake,molecular,Retail
7801,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"10730 Providence Road, Charlotte, NC 28262",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Mecklenburg,molecular,Retail
7820,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"1260 Union Street, Concord, NC 28025",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Cabarrus,molecular,Retail
7821,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"440 East Dixie Drive, Asheboro, NC 27203",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Randolph,molecular,Retail
7826,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"2302 South 17th Street, Wilmington, NC 28401",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,New Hanover,molecular,Retail
7837,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"3362 Bragg Boulevard, Fayetteville, NC 28303",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Cumberland,molecular,Retail
